cluster,cluster_index,horizon,interval_start_at_inference_time,interval_start_when_prediction_relevant,true_count,prediction,lower,upper
A,0,2,2024-11-01,2024-11-15,20.0,13.358749389648438,5.542028427124023,22.431224822998047
A,0,2,2024-11-08,2024-11-22,26.0,17.7016658782959,9.884944915771484,30.085655212402344
A,0,2,2024-11-15,2024-11-29,26.0,21.903972625732422,14.087251663208008,43.467796325683594
A,0,2,2024-11-22,2024-12-06,24.0,18.35822105407715,10.541500091552734,39.92204284667969
A,0,2,2024-11-29,2024-12-13,21.0,21.783227920532227,13.966506958007812,43.34705352783203
A,0,2,2024-12-06,2024-12-20,8.0,21.2725887298584,13.455867767333984,42.83641052246094
A,0,2,2024-12-13,2024-12-27,7.0,18.672164916992188,10.855443954467773,40.23598861694336
A,0,2,2024-12-20,2025-01-03,13.0,16.266416549682617,8.449695587158203,37.830238342285156
A,0,2,2024-12-27,2025-01-10,22.0,14.361042976379395,6.5443220138549805,35.92486572265625
A,0,2,2025-01-03,2025-01-17,16.0,12.596708297729492,0.0,34.16053009033203
A,0,2,2025-01-10,2025-01-24,16.0,11.211152076721191,0.0,32.77497482299805
A,0,2,2025-01-17,2025-01-31,16.0,9.41034984588623,0.0,30.97417449951172
A,0,2,2025-01-24,2025-02-07,15.0,10.59289264678955,0.0,32.156715393066406
A,0,2,2025-01-31,2025-02-14,14.0,11.789006233215332,0.0,33.35282897949219
A,0,2,2025-02-07,2025-02-21,19.0,12.410244941711426,0.0,33.97406768798828
A,0,2,2025-02-14,2025-02-28,16.0,12.887690544128418,0.0,34.451515197753906
A,0,2,2025-02-21,2025-03-07,12.0,13.185587882995605,0.0,34.749412536621094
A,0,2,2025-02-28,2025-03-14,17.0,12.756417274475098,0.0,34.32024002075195
A,0,2,2025-03-07,2025-03-21,8.0,11.823020935058594,0.0,33.386844635009766
A,0,2,2025-03-14,2025-03-28,5.0,10.783665657043457,0.0,32.34748840332031
A,0,2,2025-03-21,2025-04-04,12.0,9.2163724899292,0.0,30.780197143554688
A,0,2,2025-03-28,2025-04-11,8.0,7.552256107330322,0.0,29.116079330444336
A,0,2,2025-04-04,2025-04-18,2.0,7.040647506713867,0.0,28.60447120666504
A,0,2,2025-04-11,2025-04-25,9.0,7.468095779418945,0.0,29.031919479370117
A,0,2,2025-04-18,2025-05-02,5.0,6.466874599456787,0.0,28.030698776245117
A,0,2,2025-04-25,2025-05-09,5.0,5.238215446472168,0.0,26.802040100097656
A,0,2,2025-05-02,2025-05-16,6.0,5.133938312530518,0.0,26.69776153564453
A,0,2,2025-05-09,2025-05-23,3.0,5.1512651443481445,0.0,26.715087890625
A,0,2,2025-05-16,2025-05-30,3.0,4.726348876953125,0.0,26.290172576904297
A,0,2,2025-05-23,2025-06-06,3.0,3.3468732833862305,0.0,24.91069793701172
A,0,2,2025-05-30,2025-06-13,4.0,2.8631749153137207,0.0,24.426998138427734
A,0,2,2025-06-06,2025-06-20,8.0,3.4870572090148926,0.0,25.050880432128906
A,0,2,2025-06-13,2025-06-27,6.0,5.118589401245117,0.0,26.68241310119629
A,0,2,2025-06-20,2025-07-04,9.0,6.131798267364502,0.0,27.695621490478516
A,0,2,2025-06-27,2025-07-11,11.0,8.2017183303833,0.0,29.765541076660156
A,0,2,2025-07-04,2025-07-18,9.0,11.529304504394531,0.0,33.0931282043457
A,0,2,2025-07-11,2025-07-25,10.0,15.78803539276123,2.515446662902832,37.35186004638672
A,0,2,2025-07-18,2025-08-01,24.0,17.0080509185791,3.735462188720703,38.571876525878906
A,0,2,2025-07-25,2025-08-08,14.0,13.773301124572754,0.5007123947143555,35.33712387084961
A,0,2,2025-08-01,2025-08-15,20.0,13.05511474609375,0.0,34.61893844604492
A,0,2,2025-08-08,2025-08-22,18.0,12.341927528381348,0.0,33.9057502746582
A,0,2,2025-08-15,2025-08-29,10.0,13.354071617126465,0.0814828872680664,34.91789627075195
A,0,2,2025-08-22,2025-09-05,,12.562552452087402,0.0,34.12637710571289
A,0,4,2023-02-17,2023-03-17,3.0,3.8862953186035156,0.741826057434082,12.381580352783203
A,0,4,2023-02-24,2023-03-24,2.0,3.1522998809814453,0.007830619812011719,11.647584915161133
A,0,4,2023-03-03,2023-03-31,1.0,2.7096614837646484,0.0,11.204946517944336
A,0,4,2023-03-10,2023-04-07,2.0,2.109623908996582,0.0,10.60490894317627
A,0,4,2023-03-17,2023-04-14,3.0,1.9790890216827393,0.0,10.474373817443848
A,0,4,2023-03-24,2023-04-21,1.0,2.4020538330078125,0.0,10.8973388671875
A,0,4,2023-03-31,2023-04-28,1.0,2.6416258811950684,0.0,11.136911392211914
A,0,4,2023-04-07,2023-05-05,0.0,2.6289963722229004,0.0,11.12428092956543
A,0,4,2023-04-14,2023-05-12,1.0,2.992666482925415,0.0,11.487951278686523
A,0,4,2023-04-21,2023-05-19,2.0,3.3604230880737305,0.21595382690429688,11.855708122253418
A,0,4,2023-04-28,2023-05-26,2.0,3.315140724182129,0.1706714630126953,11.810425758361816
A,0,4,2023-05-05,2023-06-02,2.0,3.7568507194519043,0.6123814582824707,12.25213623046875
A,0,4,2023-05-12,2023-06-09,7.0,4.811877727508545,1.6674084663391113,13.30716323852539
A,0,4,2023-05-19,2023-06-16,3.0,6.190973281860352,3.046504020690918,14.686258316040039
A,0,4,2023-05-26,2023-06-23,12.0,6.11523962020874,2.9707703590393066,14.610525131225586
A,0,4,2023-06-02,2023-06-30,5.0,6.565643787384033,3.4211745262145996,15.060928344726562
A,0,4,2023-06-09,2023-07-07,9.0,7.224628448486328,4.0801591873168945,15.719913482666016
A,0,4,2023-06-16,2023-07-14,13.0,8.45555591583252,5.311086654663086,16.95083999633789
A,0,4,2023-06-23,2023-07-21,13.0,11.30930233001709,8.164833068847656,19.804588317871094
A,0,4,2023-06-30,2023-07-28,21.0,13.62939453125,10.438421249389648,22.124679565429688
A,0,4,2023-07-07,2023-08-04,13.0,15.411998748779297,12.221025466918945,23.907283782958984
A,0,4,2023-07-14,2023-08-11,17.0,17.938520431518555,14.747547149658203,26.433805465698242
A,0,4,2023-07-21,2023-08-18,22.0,21.48241424560547,18.291440963745117,29.977699279785156
A,0,4,2023-07-28,2023-08-25,27.0,28.4976749420166,25.30670166015625,36.992958068847656
A,0,4,2023-08-04,2023-09-01,17.0,24.66419792175293,21.473224639892578,33.15948486328125
A,0,4,2023-08-11,2023-09-08,22.0,21.151399612426758,17.960426330566406,29.646684646606445
A,0,4,2023-08-18,2023-09-15,16.0,21.232559204101562,18.04158592224121,28.603164672851562
A,0,4,2023-08-25,2023-09-22,16.0,20.028532028198242,16.83755874633789,27.399137496948242
A,0,4,2023-09-01,2023-09-29,12.0,20.567838668823242,17.37686538696289,27.938444137573242
A,0,4,2023-09-08,2023-10-06,26.0,16.761301040649414,13.570327758789062,24.131906509399414
A,0,4,2023-09-15,2023-10-13,14.0,13.386354446411133,5.722156524658203,20.756959915161133
A,0,4,2023-09-22,2023-10-20,17.0,13.035082817077637,5.370884895324707,20.405689239501953
A,0,4,2023-09-29,2023-10-27,8.0,11.436511993408203,3.7723140716552734,18.807117462158203
